Tanggal,Lintang,Bujur,Magnitudo,Kedalaman,Lokasi,Pheromone_Score,Status_Zona,Radius_Visual_KM,ACO_Center_Lat,ACO_Center_Lon,ACO_Impact_Radius_km
2022-01-09 06:12:00,-8.21237187476595,113.264363310294,4.68,387.0,"Laut Selatan Jawa, Barat Daya Lumajang",0.0597886540600792,Aman,10.305985040681712,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-09 11:36:00,-8.12622436707412,113.241955796981,7.32,641.0,"Laut Selatan Jawa, Barat Daya Lumajang",0.5556173526140011,Aman,23.105762893733512,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-09 14:30:00,-7.7131317097396,112.820913761155,3.02,248.0,"Pasuruan, Jawa Timur",0.0,Aman,5.248200453488796,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-09 15:52:00,-7.01036667272679,112.61214752396,7.92,59.0,Gresik,0.0,Aman,22.288855690680936,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-09 16:43:00,-8.09192684373659,113.294640450469,4.3,476.0,"Laut Selatan Jawa, Barat Daya Lumajang",0.006469251842255576,Aman,8.93397503665498,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-09 18:46:00,-8.26735128859648,114.386821976702,6.57,347.0,Banyuwangi,0.3133383436468759,Aman,18.423238444382623,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-09 23:37:00,-8.19897044581846,113.153553692118,3.52,196.0,"Laut Selatan Jawa, Barat Daya Lumajang",0.0,Aman,6.604105389831389,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-10 04:04:00,-7.70634616581684,112.952158659529,5.59,351.0,Probolinggo,0.0,Aman,13.216538086806242,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-10 05:41:00,-8.13963866055159,114.310481147133,6.26,18.0,Banyuwangi,0.3331479421580091,Aman,17.227895387983544,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-11 21:33:00,-7.7702926713286,113.253764471901,2.33,554.0,Probolinggo,0.0,Aman,3.5565906427363836,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-12 12:03:00,-8.28896235721151,114.328854050137,7.14,522.0,"Banyuwangi, Jawa Timur",0.0,Aman,19.078635800287188,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-13 12:11:00,-8.11974496159428,113.247859541832,5.82,607.0,Lumajang,0.5556173526140191,Aman,16.380915414724992,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-13 15:20:00,-8.20644430209516,114.403128544716,7.54,125.0,Banyuwangi,0.8343241217678299,Terdampak,25.88631848468244,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-14 03:57:00,-7.73340864918694,112.826132734651,7.92,103.0,Sidoarjo,1.0,Terdampak,28.97551239788522,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-14 15:01:00,-7.80143099788125,113.206854105667,2.96,174.0,Probolinggo,0.0,Aman,5.092576558089235,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-15 17:57:00,-7.57968119695344,112.897496265699,3.93,629.0,"Pasuruan, Jawa Timur",0.0,Aman,7.790921447428411,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-16 10:32:00,-7.7932636434112,113.128530178617,5.08,179.0,"Probolinggo, Jawa Timur",0.0,Aman,11.449738512298,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-16 10:53:00,-7.70096335320676,112.831388308501,6.56,672.0,Sidoarjo,0.0,Aman,16.801797999023794,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-16 13:17:00,-7.54708250232353,112.988438405254,6.14,303.0,"Pasuruan, Jawa Timur",0.03042370505470451,Aman,15.353183158017941,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-17 02:34:00,-8.02359737208676,112.662722699917,7.59,491.0,Malang,0.27991945409792673,Aman,22.666385195356956,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-17 04:03:00,-7.68311596629558,112.957374184082,6.29,577.0,Probolinggo,0.0,Aman,15.775239744612442,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-17 08:18:00,-8.13291312311967,114.32371184208,6.85,160.0,Banyuwangi,0.33314794215801796,Aman,19.719985141639174,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-17 18:43:00,-7.80110865289656,113.164249172228,6.42,394.0,"Laut Jawa, Barat Daya Probolinggo",0.5625701729357513,Aman,19.012183116175585,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-17 19:05:00,-7.74891187787154,113.577829941283,7.8,555.0,Bondowoso,0.0,Aman,21.784214468279547,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-18 07:31:00,-8.17777045512617,114.371112020437,6.06,369.0,Banyuwangi,0.0,Aman,14.917942753610498,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-18 08:20:00,-8.15960013805227,113.303353682572,2.22,415.0,Lumajang,0.0,Aman,3.307725502516798,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-18 14:38:00,-7.98265062853448,112.711858226778,4.42,368.0,"Malang, Jawa Timur",0.0,Aman,9.292517850399857,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-19 13:40:00,-8.1523113980531,113.145445639266,4.49,8.0,Lumajang,0.11957730812014931,Aman,9.85544197954679,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-19 15:05:00,-8.26950681827163,114.38130219927,7.16,415.0,Banyuwangi,0.3509127758278911,Aman,21.175780262982073,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-19 16:09:00,-8.1728909584967,114.278022025734,6.97,263.0,Banyuwangi,0.0,Aman,18.401328022727053,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-20 05:55:00,-7.7521552322209,113.19574466878,7.14,635.0,Probolinggo,0.5556173526140136,Aman,22.258762134739943,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-20 10:39:00,-7.95170837905292,112.693011987337,3.14,371.0,"Malang, Jawa Timur",0.16657397107901353,Aman,5.842144154763064,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-20 22:07:00,-8.16457888200431,111.89124458411,5.47,695.0,Tulungagung,0.0,Aman,12.79325302649799,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-20 23:28:00,-8.19562313215788,114.388666145348,5.56,258.0,Banyuwangi,0.0,Aman,13.110286648277373,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-21 06:35:00,-7.73323225452793,113.246322790409,7.54,234.0,Probolinggo,0.3172642774964361,Aman,22.674735971329095,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-21 12:39:00,-7.731588686935,113.201097495371,3.09,157.0,"Probolinggo, Jawa Timur",0.0,Aman,5.431724311855306,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-21 21:39:00,-8.22031617834406,114.466732982373,2.95,649.0,Banyuwangi,0.0,Aman,5.066791391008713,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-23 00:09:00,-8.28175692690936,114.469037572426,2.87,356.0,Banyuwangi,0.0,Aman,4.862088337329959,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-24 04:19:00,-8.17731673536337,114.296742643856,3.34,105.0,Banyuwangi,0.0,Aman,6.104072738754019,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-25 06:23:00,-7.868107490892,112.577538000006,4.42,515.0,Malang,0.0,Aman,9.292517850399857,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-25 08:11:00,-7.58221269360043,112.814524199208,2.41,64.0,Sidoarjo,0.035529667339811256,Aman,3.7812045233406635,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-25 08:40:00,-7.63740227223858,113.314035586113,2.67,502.0,Probolinggo,0.0,Aman,4.362815948444307,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-27 04:40:00,-8.30439789048969,114.449915635736,2.02,121.0,Banyuwangi,0.0,Aman,2.8709594215174827,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-27 19:51:00,-8.15442261573888,113.137654516681,7.59,514.0,Lumajang,0.33577595714045844,Aman,23.016780002504593,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-28 05:10:00,-7.84410354356831,113.175921186547,7.97,194.0,Probolinggo,0.19966629588435894,Aman,23.848020078359674,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-28 07:08:00,-7.56991573237603,112.938683230822,2.81,101.0,"Pasuruan, Jawa Timur",0.0,Aman,4.710418346601499,-8.008066127610064,113.50942935445174,279.2233211329477
2022-01-28 21:48:00,-7.9285001177916,112.654128433326,5.69,47.0,Malang,0.3331479421579698,Aman,14.929289019762793,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-01 03:01:00,-8.19754042975993,114.381285753171,2.75,175.0,Banyuwangi,0.00089809284676518,Aman,4.561587774501019,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-02 04:55:00,-8.23905154586907,114.307711170617,4.66,438.0,Banyuwangi,0.3331479421579978,Aman,11.064953704134027,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-02 08:09:00,-8.22942241743471,113.254955897704,4.98,4.0,Lumajang,0.32619577308123354,Aman,12.20086086451897,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-02 18:36:00,-8.13739873477284,113.181876172633,6.5,535.0,Lumajang,0.11957730812015999,Aman,17.166297270976955,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-03 14:13:00,-7.75057323612375,113.26387183864,2.69,272.0,Probolinggo,0.0,Aman,4.411928036584459,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-03 19:59:00,-8.10730382878481,113.190346891566,7.04,605.0,"Laut Selatan Jawa, Barat Daya Lumajang",0.5733821862838934,Aman,21.892332280859968,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-04 16:55:00,-7.73973419595775,112.980277846884,5.25,173.0,Probolinggo,0.0,Aman,12.02926119925908,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-05 10:54:00,-7.67399833975204,112.976242268489,7.02,500.0,Probolinggo,0.1996662958843364,Aman,19.713807649786443,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-05 13:47:00,-8.23034075564232,113.230769577776,5.68,86.0,Lumajang,0.3331479421579884,Aman,14.889949667419492,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-05 15:12:00,-8.23270061327013,114.282157236108,7.84,181.0,"Banyuwangi, Jawa Timur",0.8334260289210083,Terdampak,27.440610456062192,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-05 20:47:00,-8.15064688429448,114.331819012491,6.69,359.0,Banyuwangi,0.0,Aman,17.30370795523318,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-06 06:04:00,-8.11064890326468,113.230165320065,7.57,527.0,Lumajang,0.558245367596471,Aman,24.315930407161503,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-07 11:02:00,-8.12504204654977,114.451351754325,7.35,448.0,Banyuwangi,0.5556173526140219,Aman,23.247951955323,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-07 14:43:00,-8.27103024296422,114.389258231817,6.74,669.0,Banyuwangi,0.7221913236929993,Aman,21.289141361016725,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-07 18:34:00,-8.16760723442728,113.127414439521,6.75,196.0,Lumajang,0.0,Aman,17.537014426634883,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-07 21:54:00,-7.77651050326017,113.192598684095,3.15,479.0,Probolinggo,0.2778086763070381,Aman,6.0566385012278054,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-08 08:21:00,-7.89428874053942,112.705946759895,7.2,609.0,"Malang, Jawa Timur",0.0,Aman,19.319627325598184,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-09 09:31:00,-8.29208644950122,114.278446978825,2.05,271.0,Banyuwangi,0.0,Aman,2.935153317971652,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-10 05:16:00,-8.20352013369729,114.452107863937,4.85,242.0,"Banyuwangi, Jawa Timur",0.0,Aman,10.68101703958944,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-11 08:35:00,-8.03408260535956,112.542038261998,2.69,591.0,Malang,0.0,Aman,4.411928036584459,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-11 08:44:00,-7.92475365450343,112.61816114508,7.36,158.0,Malang,0.013905640643476023,Aman,20.050476397034213,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-11 21:33:00,-7.60543451163741,112.908138483958,3.86,504.0,"Pasuruan, Jawa Timur",0.0,Aman,7.5836967238939605,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-11 22:10:00,-8.26316033899466,114.382851105853,7.42,142.0,Banyuwangi,0.9485539488320127,Terdampak,25.96344656898113,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-11 23:24:00,-8.10115265387647,113.211811196954,4.72,357.0,Lumajang,0.0,Aman,10.254464783693003,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-13 11:28:00,-6.87371136643448,112.88336902477,4.83,549.0,Gresik,0.0,Aman,10.615017051328746,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-13 16:07:00,-8.16170708010888,114.414362239168,2.19,318.0,Banyuwangi,0.11957730812014931,Aman,3.357165614854884,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-13 19:26:00,-8.17950914963197,113.132305990933,2.23,658.0,"Laut Selatan Jawa, Barat Daya Lumajang",0.22799801650119803,Aman,3.557877017236547,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-14 02:59:00,-8.0789965988141,113.28145732121,3.13,135.0,"Laut Selatan Jawa, Barat Daya Lumajang",0.0,Aman,5.537535282054643,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-14 05:22:00,-8.29788184943061,114.32358196158,4.8,148.0,Banyuwangi,0.012208850286682242,Aman,10.55479058526973,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-15 16:43:00,-8.00474299426531,112.611739760813,6.59,80.0,Malang,0.035529667339811256,Aman,17.097504502922,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-15 20:35:00,-8.18447569793037,112.080121225062,3.52,699.0,Blitar,0.0,Aman,6.604105389831389,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-15 21:37:00,-8.19351789597949,114.328644527731,5.09,673.0,Banyuwangi,0.0,Aman,11.48356342778669,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-16 07:06:00,-7.71691174874219,112.964883744488,5.05,202.0,"Pasuruan, Jawa Timur",0.03552966733981096,Aman,11.469425692843688,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-18 07:13:00,-8.23816514027818,114.375220366988,7.11,2.0,Banyuwangi,1.0,Terdampak,24.646074299774398,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-18 09:10:00,-7.67741369169507,113.275978297965,2.8,120.0,Probolinggo,0.0,Aman,4.685296148590822,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-19 22:49:00,-7.80287808731127,113.126508812528,3.85,587.0,"Probolinggo, Jawa Timur",0.0,Aman,7.554245495084205,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-20 00:53:00,-8.11700017676059,113.310328940987,3.73,574.0,Lumajang,0.1996662958843435,Aman,7.635334961789337,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-20 07:16:00,-8.24100145078895,114.305442267593,7.78,629.0,"Banyuwangi, Jawa Timur",0.3342521589972344,Aman,23.876512723711258,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-20 12:04:00,-7.59158082733055,113.211850519404,5.94,605.0,Probolinggo,0.0,Aman,14.477036437061283,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-20 21:40:00,-7.81342045880331,113.176191293074,7.52,691.0,"Laut Jawa, Barat Daya Probolinggo",0.3938346890648085,Aman,23.058284163137465,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-21 01:43:00,-8.06453969404832,113.265503495162,4.65,434.0,Lumajang,0.5760102012663708,Aman,11.759924131071791,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-21 14:48:00,-7.71225496568411,113.121289376148,5.21,375.0,Laut Jawa Timur,0.5556173526140508,Aman,13.874274278621677,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-21 15:36:00,-7.83865915063453,113.167072080044,3.55,305.0,Probolinggo,0.0,Aman,6.688712506902953,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-21 17:17:00,-8.08277720073108,113.177745309351,6.19,588.0,Lumajang,0.1996662958843599,Aman,16.323031551991807,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-21 20:23:00,-8.00523137314947,112.556958352313,2.75,660.0,Malang,0.0,Aman,4.560359086738675,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-22 05:36:00,-6.70581053790393,113.685016017036,2.12,231.0,Situbondo,0.0,Aman,3.08676659305494,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-22 23:43:00,-8.070920125055,113.315202803782,7.25,478.0,Lumajang,0.5556173526139859,Aman,22.77512140307654,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-23 04:38:00,-8.01616089990872,111.803838459129,3.09,334.0,Tulungagung,0.05978865406007999,Aman,5.529150957604679,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-23 11:26:00,-7.66000304247274,113.236591311806,5.59,554.0,"Laut Jawa, Barat Daya Probolinggo",0.5556173526139928,Aman,15.41953945756023,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-23 14:04:00,-7.74617576075011,113.150135482702,2.98,635.0,"Probolinggo, Jawa Timur",0.0,Aman,5.144277597486356,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-23 17:41:00,-7.78585102885564,113.224128996494,5.04,234.0,"Probolinggo, Jawa Timur",0.27905773839429604,Aman,12.262014337810939,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-23 18:51:00,-8.24131181382789,114.347390555784,5.86,136.0,"Banyuwangi, Jawa Timur",0.3331479421579913,Aman,15.603324845683037,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-24 06:32:00,-7.81430882056581,112.554324638461,7.39,248.0,Malang,0.0,Aman,20.08938572978278,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-24 23:49:00,-8.14096062850951,114.411010258704,3.47,233.0,Banyuwangi,0.0,Aman,6.463893795538414,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-25 10:46:00,-8.11554836970595,113.233355279625,6.9,94.0,Lumajang,0.5556173526140004,Aman,21.145956131984647,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-25 15:05:00,-6.54199611497349,112.12712821318,4.01,106.0,Laut Jawa Timur,0.0,Aman,8.030018742194814,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-25 23:04:00,-8.11724235683671,113.28473407964,5.64,373.0,Lumajang,0.0,Aman,13.39425787417877,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-26 08:53:00,-7.49466104582514,112.962901097632,2.23,274.0,Sidoarjo,0.0,Aman,3.3301001486441817,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-27 13:16:00,-7.67311358811478,113.264637029295,3.9,24.0,Probolinggo,0.0,Aman,7.701882886671284,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-28 01:21:00,-7.72668188074811,113.157767191468,3.18,591.0,Probolinggo,0.0,Aman,5.670752331040389,-8.008066127610064,113.50942935445174,279.2233211329477
2022-02-28 10:42:00,-8.06505047106604,113.129435959385,2.05,235.0,Lumajang,0.0,Aman,2.935153317971652,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-01 07:29:00,-7.51943686600455,113.061488601925,7.44,205.0,Probolinggo,0.0,Aman,20.293614365114955,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-01 10:11:00,-8.12180688860658,113.162982144169,5.25,355.0,Lumajang,0.0,Aman,12.02926119925908,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-01 12:03:00,-7.95693493886951,113.066011635428,7.37,547.0,Lumajang,0.0,Aman,20.00788726977439,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-02 01:20:00,-8.19508849113541,114.370330353609,5.02,253.0,Banyuwangi,0.0,Aman,11.247488964208854,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-02 07:15:00,-7.98358057449995,112.596355056545,4.97,128.0,Malang,0.0,Aman,11.079867914375152,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-03 07:18:00,-8.10011522228483,113.271281790011,3.11,410.0,Lumajang,0.0,Aman,5.484544739538552,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-03 18:08:00,-8.0504972789278,113.177002269181,3.89,235.0,Lumajang,0.2066191162060811,Aman,8.14785112499074,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-04 06:17:00,-8.18358745442189,114.396771085159,2.32,307.0,"Banyuwangi, Jawa Timur",0.0002061239924824747,Aman,3.5339372363841854,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-04 07:43:00,-8.09957898705701,113.226907131312,3.45,523.0,Lumajang,0.0,Aman,6.4080905892473154,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-05 04:51:00,-8.19694581926633,113.18892956121,5.05,427.0,Lumajang,0.00089809284676518,Aman,11.351521144574791,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-05 09:33:00,-8.18311289723216,113.248425452094,3.19,186.0,Lumajang,0.0,Aman,5.697522180737868,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-05 09:40:00,-7.79478269137699,113.18842821553,6.01,182.0,Probolinggo,0.3331479421579785,Aman,16.206246269520324,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-05 19:07:00,-7.70437509377559,113.296967530867,7.19,71.0,Probolinggo,0.5556173526140011,Aman,22.492981517024678,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-05 20:02:00,-8.17234657134354,114.394943815129,5.67,634.0,Banyuwangi,0.05978865406006932,Aman,13.743435749776797,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-05 20:47:00,-8.22676855068398,113.137644304062,2.86,623.0,Lumajang,0.0,Aman,4.8366988742323,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-06 12:56:00,-8.13623189172511,113.161886920496,3.86,63.0,Lumajang,0.19966629588433948,Aman,8.037959314084993,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-08 08:26:00,-8.19461441162424,114.452943393432,3.01,506.0,Banyuwangi,0.0,Aman,5.222154823442138,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-08 12:49:00,-8.31588239426945,114.395848829355,7.32,78.0,Banyuwangi,0.6326473859844199,Aman,23.563428169146928,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-09 07:07:00,-7.57620353777402,111.780958088402,5.61,149.0,Nganjuk,0.0,Aman,13.287531034770907,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-11 01:21:00,-8.14474258351613,114.353040204573,3.21,560.0,"Banyuwangi, Jawa Timur",0.0026280149824712516,Aman,5.755722052665244,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-11 01:55:00,-8.22863595230847,114.314579101808,7.91,446.0,"Banyuwangi, Jawa Timur",0.3929365962180243,Aman,24.86911277719054,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-11 05:54:00,-8.28852280097879,114.435771015062,3.66,224.0,Banyuwangi,0.0,Aman,7.001992287913491,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-11 21:39:00,-8.24732950070064,114.36929581527,2.57,337.0,Banyuwangi,0.0,Aman,4.120023422263519,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-12 09:54:00,-7.61979877051478,112.919572001427,7.67,363.0,"Pasuruan, Jawa Timur",1.0,Terdampak,27.614450030192526,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-13 00:10:00,-8.19901528737578,113.127335818559,6.88,633.0,Lumajang,0.5556173526140011,Aman,21.05408384692022,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-13 04:42:00,-8.1405602803515,114.430814805699,6.94,332.0,"Banyuwangi, Jawa Timur",0.5565154454607822,Aman,21.335026099994337,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-13 10:54:00,-8.17570607479093,113.309173260944,6.29,676.0,Lumajang,0.0004122479849647518,Aman,15.777190737851557,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-13 15:31:00,-7.96600779644989,112.613051863671,7.74,611.0,Malang,0.0,Aman,21.533342146541024,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-13 23:57:00,-8.17181149865102,113.313760207642,6.57,501.0,"Laut Selatan Jawa, Barat Daya Lumajang",0.0,Aman,16.840231382020853,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-14 01:21:00,-7.7173960749743,112.965284201234,5.88,586.0,Probolinggo,0.017764833669905233,Aman,14.334230838494781,-8.008066127610064,113.50942935445174,279.2233211329477
2022-03-14 05:48:00,-8.04370020285825,112.547122522849,3.15,121.0,Malang,0.0,Aman,5.590695395029137,-8.008066127610064,113.50942935445174,279.2233211329477
